,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,surveyzone_start,qday1tripend,qborough_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode,Cluster,PC1_2d,PC2_2d
1806,3104568,104568,Wednesday,Very typical,Brooklyn,Inner Brooklyn,PM,Manhattan,NOT CODED,Home,Brooklyn,Inner Brooklyn,Home,56 to 60,3.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,1.512915087,Commute to/from work,1,5.002308344409213,-0.19969253723151595
1807,3104574,104574,Wednesday,Very typical,Queens,Middle Queens,NOON,Queens,Middle Queens,Home,Queens,Middle Queens,Home,26 to 30,3.0,Female,"$100,000 - $149,999",No,Yes,No,No,No,No,No,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,3.785470387,Medical visit (doctor's office),1,5.121036510749821,-0.2621974497154991
1808,3104576,104576,Wednesday,Very typical,Staten Island,Staten Island,PM,Staten Island,Staten Island,Friend or family member's home,Staten Island,Staten Island,Friend or family member's home,61 to 180,4.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"Black, Non-Hispanic",Some college but degree not received or in progress,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,2.0,2.0,2.0,No,Local bus,Bus,Yes,0.278385588,Social/recreation,1,5.064733993027249,-0.02272540946720934
1809,3104609,104609,Wednesday,Very typical,The Bronx,Northern Bronx,AM,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,26 to 30,6.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.625057882,Business,1,5.0886824473114345,0.6584570636055902
1810,3104620,104620,Wednesday,Very typical,Queens,Middle Queens,PM,Queens,Middle Queens,Home,Queens,Middle Queens,Home,11 to 15,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.509751567,Personal errands,1,5.138772615705945,-0.17211836291722488
1811,3104628,104628,Wednesday,Very typical,The Bronx,Northern Bronx,PM,The Bronx,Northern Bronx,Home,The Bronx,Northern Bronx,Home,11 to 15,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.224931053,Commute to/from work,1,5.051020745140135,-0.21806768561926
1812,3104640,104640,Wednesday,Very typical,Staten Island,Staten Island,NOON,Manhattan,Manhattan Core,Home,Staten Island,Staten Island,Home,61 to 180,3.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,2.0,2.0,2.0,No,Express bus,Bus,Yes,0.321615878,Commute to/from work,1,5.0790500111412005,-0.15337019064829455
1813,3104712,104712,Thursday,Very typical,Staten Island,Staten Island,PM,Staten Island,Staten Island,Restaurant or bar,Staten Island,Staten Island,Restaurant or bar,6 to 10,4.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.403797697,Dining,1,5.061200425470257,0.12841457284415111
1814,3104718,104718,Thursday,Very typical,Manhattan,Northern Manhattan,NOON,Queens,Middle Queens,Work,Queens,Middle Queens,Work,6 to 10,4.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,Some college but degree not received or in progress,Yes,I do not have access to a car,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.655072934,Commute to/from work,1,5.106702877456726,-0.1418540900865826
1815,3104735,104735,Thursday,Very typical,Queens,Middle Queens,PM,Queens,Middle Queens,Other,Queens,Middle Queens,Other,11 to 15,3.0,Female,"Less than $14,999",No,No,No,Yes,No,No,No,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.5177893720000001,Other,1,5.11302463599587,-0.3746531438372701
1816,3104737,104737,Thursday,Very typical,Staten Island,Staten Island,NOON,Manhattan,Manhattan Core,Home,Staten Island,Staten Island,Home,61 to 180,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Express bus,Bus,Yes,0.964034226,Commute to/from work,1,5.081367230489457,-0.19168603090590453
1817,3104757,104757,Thursday,Very typical,Queens,Inner Queens,NOON,Manhattan,Manhattan Core,"Retail store (e.g. clothing, electronic, hardware, etc.)",Manhattan,Manhattan Core,"Retail store (e.g. clothing, electronic, hardware, etc.)",16 to 20,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.703141812,Shopping,1,5.120115492967535,0.2626848568806319
1818,3104763,104763,Thursday,Very typical,The Bronx,Northern Bronx,NOON,Manhattan,Manhattan Core,School,Manhattan,Manhattan Core,School,41 to 45,5.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.371744102,Shopping,1,5.10945078725686,0.5407623990213323
1819,3104771,104771,Thursday,Very typical,Queens,Inner Queens,PM,Manhattan,Manhattan Core,Home,Queens,Inner Queens,Home,46 to 50,3.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.66563499,Commute to/from work,1,5.100921659836192,-0.20432623863641894
1820,3104779,104779,Thursday,Very typical,Queens,Outer Queens,AM,Queens,Outer Queens,Restaurant or bar,Queens,Outer Queens,Restaurant or bar,6 to 10,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.486395054,Dining,1,5.093234129881539,-0.2351743956252299
1821,3104794,104794,Thursday,Very typical,Queens,Inner Queens,PM,Manhattan,Manhattan Core,Home,Queens,Inner Queens,Home,41 to 45,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.301895112,Social/recreation,1,5.119946372935962,-0.12340155074705825
1822,3104798,104798,Thursday,Very typical,Queens,Middle Queens,PM,Queens,Middle Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,Middle Queens,"Grocery store or market (including deli, bodega, etc.)",6 to 10,3.0,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.517507071,Shopping,1,5.164738464219296,-0.3379015002712119
1823,3104803,104803,Thursday,Very typical,The Bronx,Northern Bronx,NOON,The Bronx,Southern Bronx,Home,The Bronx,Northern Bronx,Home,56 to 60,3.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,1.754297486,Commute to/from work,1,5.040632274818908,-0.3944761063447087
1824,3104814,104814,Thursday,Very typical,Staten Island,Staten Island,NOON,Queens,Inner Queens,"Retail store (e.g. clothing, electronic, hardware, etc.)",Queens,Inner Queens,"Retail store (e.g. clothing, electronic, hardware, etc.)",16 to 20,7.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Other, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.128990272,Personal errands,1,5.134485113934939,1.3794750332785837
1825,3104823,104823,Thursday,Very typical,The Bronx,Southern Bronx,NOON,The Bronx,Southern Bronx,Restaurant or bar,The Bronx,Southern Bronx,Restaurant or bar,6 to 10,4.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,Yes,Walk,Walk,Yes,0.27995659300000003,Personal errands,1,5.049243698787193,0.0863830723689626
1826,3104826,104826,Thursday,Very typical,Queens,Middle Queens,PM,Queens,Middle Queens,"Entertainment event (i.e. sporting event, play, etc.)",Queens,Middle Queens,"Entertainment event (i.e. sporting event, play, etc.)",6 to 10,5.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.4456879,Social/recreation,1,5.145461264372491,0.5383796627451544
1827,3104831,104831,Thursday,Very typical,Queens,Middle Queens,NOON,Queens,Middle Queens,Work,Queens,Middle Queens,Work,0 to 5,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.425364406,Shopping,1,5.137121533403473,-0.2367289692270045
1828,3104836,104836,Thursday,Very typical,Manhattan,Northern Manhattan,NOON,Manhattan,Northern Manhattan,"Grocery store or market (including deli, bodega, etc.)",Manhattan,Northern Manhattan,"Grocery store or market (including deli, bodega, etc.)",26 to 30,4.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,55-64,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.700280523,Shopping,1,5.097390782057137,0.1784327698596279
1829,3104849,104849,Thursday,Very typical,Queens,Outer Queens,NOON,Queens,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",11 to 15,4.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.294018043,Shopping,1,5.100245265276475,-0.06091673487257863
1830,3104859,104859,Thursday,Very typical,Manhattan,Manhattan Core,PM,Queens,Inner Queens,"Retail store (e.g. clothing, electronic, hardware, etc.)",Manhattan,Manhattan Core,"Retail store (e.g. clothing, electronic, hardware, etc.)",26 to 30,3.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.628322278,Shopping,1,5.0836262518228725,-0.3279696372510205
1831,3104862,104862,Thursday,Very typical,The Bronx,Northern Bronx,NOON,Manhattan,Northern Manhattan,Park/Recreational area/Gym,Manhattan,Northern Manhattan,Park/Recreational area/Gym,61 to 180,6.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Ride-hail service such as Uber or Lyft,For-Hire Vehicle,No,0.472579778,Social/recreation,1,5.1124102521743895,1.044160772651909
1832,3104905,104905,Friday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,0 to 5,5.0,Female,"Less than $14,999",No,No,No,No,No,Yes,No,No,No,18-24,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.240084734,Commute to/from work,1,5.08140809041412,0.35453282915985346
1833,3104941,104941,Friday,Very typical,Staten Island,Staten Island,NOON,Staten Island,Staten Island,"Entertainment event (i.e. sporting event, play, etc.)",Staten Island,Staten Island,"Entertainment event (i.e. sporting event, play, etc.)",26 to 30,4.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.157138489,Social/recreation,1,5.044329207555808,0.05913705579264261
1834,3104946,104946,Friday,Very typical,Manhattan,Manhattan Core,NOON,Manhattan,NOT CODED,"Retail store (e.g. clothing, electronic, hardware, etc.)",Manhattan,Manhattan Core,"Retail store (e.g. clothing, electronic, hardware, etc.)",16 to 20,6.0,Female,"$15,000 - $24,999",No,No,Yes,Yes,No,Yes,No,No,No,45-54,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,Other,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,3.101423805,Shopping,1,5.1163704846097735,1.1977027321286502
1835,3104983,104983,Friday,Very typical,The Bronx,Southern Bronx,PM,The Bronx,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",The Bronx,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",0 to 5,4.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,Some college but degree not received or in progress,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.88702481,Personal errands,1,5.073165361659144,0.0933628611540622
1836,3105008,105008,Friday,Very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,31 to 35,6.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,Some college but degree not received or in progress,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,Yes,Subway,Subway,Yes,2.27661488,Commute to/from work,1,5.005184403928296,1.0271658586631918
1837,3105010,105010,Friday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,Work,Manhattan,Manhattan Core,Work,61 to 180,4.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.497337423,Business,1,5.046095113129535,-0.34516093451236624
1838,3105021,105021,Friday,Very typical,Manhattan,Northern Manhattan,NOON,Manhattan,Northern Manhattan,"Entertainment event (i.e. sporting event, play, etc.)",Manhattan,Northern Manhattan,"Entertainment event (i.e. sporting event, play, etc.)",36 to 40,4.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,55-64,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.758389592,Social/recreation,1,5.067218577144419,0.2757370928297631
1839,3105022,105022,Friday,Very typical,Manhattan,Northern Manhattan,NOON,Manhattan,Northern Manhattan,Doctor's office or hospital,Manhattan,Northern Manhattan,Doctor's office or hospital,11 to 15,4.0,Female,"$100,000 - $149,999",No,No,Yes,No,No,No,No,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,Other,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Other,Other,No,0.583835808,Medical visit (doctor's office),1,5.066092745523799,0.18964358163129552
1840,3105033,105033,Friday,Very typical,Queens,Middle Queens,PM,Queens,Middle Queens,Other,Queens,Middle Queens,Other,0 to 5,5.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.348204894,Business,1,5.1081332492429885,0.4935685975481723
1841,3105048,105048,Saturday,Very typical,Manhattan,Northern Manhattan,NOON,Manhattan,Northern Manhattan,Work,Manhattan,Northern Manhattan,Work,0 to 5,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.641300558,Dining,1,5.063035994670679,0.1972906196509485
1842,3105076,105076,Saturday,Very typical,Queens,Outer Queens,NOON,Queens,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",11 to 15,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.566315324,Shopping,1,5.092145764192918,-0.040527760538890206
1843,3105077,105077,Saturday,Very typical,The Bronx,Northern Bronx,NOON,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,11 to 15,6.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,1.209112329,Dining,1,5.099410982865749,1.0345238773953496
1844,3105158,105158,Saturday,Very typical,Manhattan,Northern Manhattan,PM,Manhattan,Northern Manhattan,Home,Manhattan,Northern Manhattan,Home,16 to 20,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.641300558,Shopping,1,5.082068260884443,0.035438032753151084
1845,3105173,105173,Saturday,Very typical,Queens,Inner Queens,PM,Brooklyn,Inner Brooklyn,Child's daycare facility or school,Queens,Inner Queens,Child's daycare facility or school,26 to 30,4.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Personal car,Car,No,1.4295548480000002,Business,1,5.0598479264587155,0.10791911522335572
1846,3105181,105181,Saturday,Very typical,The Bronx,Northern Bronx,PM,The Bronx,Northern Bronx,Restaurant or bar,The Bronx,Northern Bronx,Restaurant or bar,0 to 5,3.0,Female,"$15,000 - $24,999",No,Yes,No,No,No,No,No,No,No,18-24,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,1.390160574,Dining,1,5.0499083331937955,-0.2994625524702344
